          Date Of Operation:,01/01/2010 to 04/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,
Date Mode:,ERP Transaction Date,,,,,,,,,,,,,,,,,,,,,,,,,
Branch:,1/1/2010,,,,,,,,,,,,,,,,,,,,,,,,,
Department:,All,,,,,,,,,,,,,,,,,,,,,,,,,
Sr.,Date,Academic Year,Session,Alloted Category,Voucher Type,Voucher No.,Roll No.,Admno/UniqueId,Status,Fee Category,Faculty,Program,Department,Batch,Receipt No.,Fee Head,Due Amount,Paid Amount,Concession Amount,Scholarship Amount,Reverse Concession Amount,Write Off Amount,Adjusted Amount,Refund Amount,Fund Transfer Amount,Remarks
81,16-06-2011,2011-2012,2011-2012,AIE,RCPT,890005,11CETBT104002,11CETBT104002,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering 2011-2012 IV Sem VIII,41,TUITION FEE,0,128000,0,0,0,0,0,0,0,
82,16-06-2011,2011-2012,2011-2012,AIE,RCPT,890005,11CETBT104002,11CETBT104002,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electrical & Electronics Engineering 2011-2012 IV Sem VIII,41,Security Fee,0,10000,0,0,0,0,0,0,0,
83,17-06-2011,2011-2012,2011-2012,AIE,RCPT,898254,11CCICMCA102001,11CCICMCA102001,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,47,TUITION FEE,0,92000,0,0,0,0,0,0,0,
84,17-06-2011,2011-2012,2011-2012,AIE,RCPT,898254,11CCICMCA102001,11CCICMCA102001,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,47,Security Fee,0,10000,0,0,0,0,0,0,0,
85,18-06-2011,2011-2012,2011-2012,AIE,RCPT,896795,11CETBT101009,11CETBT101009,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,48,TUITION FEE,0,128000,0,0,0,0,0,0,0,
86,18-06-2011,2011-2012,2011-2012,AIE,RCPT,896795,11CETBT101009,11CETBT101009,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,48,Security Fee,0,10000,0,0,0,0,0,0,0,
87,20-06-2011,2011-2012,2011-2012,AIE,RCPT,889429,11CETBT105009,11CETBT105009,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,55,TUITION FEE,0,128000,0,0,0,0,0,0,0,
88,20-06-2011,2011-2012,2011-2012,AIE,RCPT,889429,11CETBT105009,11CETBT105009,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,55,Security Fee,0,10000,0,0,0,0,0,0,0,
89,20-06-2011,2011-2012,2011-2012,AIE,RCPT,885706,11COMMBA101007,11COMMBA101007,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,50,TUITION FEE,0,128000,0,0,0,0,0,0,0,
90,20-06-2011,2011-2012,2011-2012,AIE,RCPT,885706,11COMMBA101007,11COMMBA101007,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,50,Security Fee,0,10000,0,0,0,0,0,0,0,
91,20-06-2011,2011-2012,2011-2012,AIE,RCPT,898249,11CCICMCA102002,11CCICMCA102002,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,59,TUITION FEE,0,92000,0,0,0,0,0,0,0,
92,20-06-2011,2011-2012,2011-2012,AIE,RCPT,898249,11CCICMCA102002,11CCICMCA102002,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,59,Security Fee,0,10000,0,0,0,0,0,0,0,
93,20-06-2011,2011-2012,2011-2012,AIE,RCPT,898244,11CCICMCA102003,11CCICMCA102003,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,61,TUITION FEE,0,92000,0,0,0,0,0,0,0,
94,20-06-2011,2011-2012,2011-2012,AIE,RCPT,898244,11CCICMCA102003,11CCICMCA102003,Alumni,General,School of Computing Science & Engineering,MCA,School of Computing Science,MCA 2011-2012 III Sem VI,61,Security Fee,0,10000,0,0,0,0,0,0,0,
95,20-06-2011,2011-2012,2011-2012,AIE,RCPT,889422,11CETBT105010,11CETBT105010,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,2999,TUITION FEE,0,128000,0,0,0,0,0,0,0,
96,20-06-2011,2011-2012,2011-2012,AIE,RCPT,889422,11CETBT105010,11CETBT105010,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,2999,Security Fee,0,10000,0,0,0,0,0,0,0,
97,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896751,11CETBT101013,11CETBT101013,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,58,TUITION FEE,0,128000,0,0,0,0,0,0,0,
98,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896751,11CETBT101013,11CETBT101013,No Information,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 I Sem II,58,Security Fee,0,10000,0,0,0,0,0,0,0,
99,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896749,11CETBT101014,11CETBT101014,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,63,TUITION FEE,0,128000,0,0,0,0,0,0,0,
100,20-06-2011,2011-2012,2011-2012,AIE,RCPT,886493,11COMBB101006,11COMBB101006,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,3067,TUITION FEE,0,65000,0,0,0,0,0,0,0,
101,20-06-2011,2011-2012,2011-2012,AIE,RCPT,886493,11COMBB101006,11COMBB101006,Alumni,General,School of Business,Bachelor of Business Administration,School of Business,BBA 2011-2012 III Sem VI,3067,Security Fee,0,10000,0,0,0,0,0,0,0,
102,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896786,11CETBT101010,11CETBT101010,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,51,TUITION FEE,0,128000,0,0,0,0,0,0,0,
103,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896786,11CETBT101010,11CETBT101010,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,51,Security Fee,0,10000,0,0,0,0,0,0,0,
104,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896778,11CETBT101011,11CETBT101011,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2829,TUITION FEE,0,128000,0,0,0,0,0,0,0,
105,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896778,11CETBT101011,11CETBT101011,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2829,Security Fee,0,10000,0,0,0,0,0,0,0,
106,20-06-2011,2011-2012,2011-2012,AIE,RCPT,896750,11CETBT101014,11CETBT101014,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,62,Security Fee,0,10000,0,0,0,0,0,0,0,
107,20-06-2011,2011-2012,2011-2012,AIE,RCPT,885708,11COMMBA101006,11COMMBA101006,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,49,TUITION FEE,0,128000,0,0,0,0,0,0,0,
108,20-06-2011,2011-2012,2011-2012,AIE,RCPT,885708,11COMMBA101006,11COMMBA101006,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,49,Security Fee,0,10000,0,0,0,0,0,0,0,
109,21-06-2011,2011-2012,2011-2012,AIE,RCPT,896724,11CETBT101016,11CETBT101016,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,74,TUITION FEE,0,128000,0,0,0,0,0,0,0,
110,21-06-2011,2011-2012,2011-2012,AIE,RCPT,896724,11CETBT101016,11CETBT101016,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,74,Security Fee,0,10000,0,0,0,0,0,0,0,
111,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891071,11CETBT103003,11CETBT103003,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,71,TUITION FEE,0,48000,0,0,0,0,0,0,0,
112,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891072,11CETBT103003,11CETBT103003,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,70,TUITION FEE,0,45000,0,0,0,0,0,0,0,
113,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891073,11CETBT103003,11CETBT103003,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,69,TUITION FEE,0,35000,0,0,0,0,0,0,0,
114,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891073,11CETBT103003,11CETBT103003,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,69,Security Fee,0,10000,0,0,0,0,0,0,0,
115,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891063,11CETBT103004,11CETBT103004,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,72,TUITION FEE,0,128000,0,0,0,0,0,0,0,
116,21-06-2011,2011-2012,2011-2012,AIE,RCPT,891063,11CETBT103004,11CETBT103004,Alumni,General,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering,School of Civil Engineering,B.Tech/B.Tech (Hons) Civil Engineering 2011-2012 IV Sem VIII,72,Security Fee,0,10000,0,0,0,0,0,0,0,
117,21-06-2011,2011-2012,2011-2012,AIE,RCPT,889413,11CETBT105011,11CETBT105011,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,75,TUITION FEE,0,128000,0,0,0,0,0,0,0,
118,21-06-2011,2011-2012,2011-2012,AIE,RCPT,889413,11CETBT105011,11CETBT105011,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,75,Security Fee,0,10000,0,0,0,0,0,0,0,
119,21-06-2011,2011-2012,2011-2012,AIE,RCPT,889489,11CETBT105001,11CETBT105001,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,2996,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
120,21-06-2011,2011-2012,2011-2012,AIE,RCPT,896738,11CETBT101015,11CETBT101015,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2827,TUITION FEE,0,128000,0,0,0,0,0,0,0,
121,21-06-2011,2011-2012,2011-2012,AIE,RCPT,896738,11CETBT101015,11CETBT101015,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,2827,Security Fee,0,10000,0,0,0,0,0,0,0,
122,21-06-2011,2011-2012,2011-2012,AIE,RCPT,889487,11CETBT105001,11CETBT105001,Alumni,General,School of Electrical Electronics & Communication Engineering,B.Tech/B.Tech (Hons) Electronics & Communications Engineering,School of Electrical  Electronics,B.Tech/B.Tech (Hons) Electronics & Comm. Engineering 2011-2012 IV Sem VIII,2995,TUITION FEE,0,10000,0,0,0,0,0,0,0,
123,21-06-2011,2011-2012,2011-2012,AIE,RCPT,885701,11COMMBA101008,11COMMBA101008,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,64,TUITION FEE,0,128000,0,0,0,0,0,0,0,
124,21-06-2011,2011-2012,2011-2012,AIE,RCPT,885701,11COMMBA101008,11COMMBA101008,Alumni,General,School of Business,MBA in dual specialization ,School of Business,MBA in dual specialization  2011-2012 II Sem IV,64,Security Fee,0,10000,0,0,0,0,0,0,0,
125,21-06-2011,2011-2012,2011-2012,AIE,RCPT,886650,11CETMT104001,11CETMT104001,Alumni,General,School of Electrical Electronics & Communication Engineering,M.Tech Power Electronics & Drives,School of Electrical  Electronics,M.Tech Power Electronics & Drives 2011-2012 II Sem IV,77,TUITION FEE,0,44000,0,0,0,0,0,0,0,
126,21-06-2011,2011-2012,2011-2012,AIE,RCPT,893506,11CETBT102006,11CETBT102006,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,73,TUITION FEE,0,128000,0,0,0,0,0,0,0,
127,21-06-2011,2011-2012,2011-2012,AIE,RCPT,893506,11CETBT102006,11CETBT102006,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,73,Security Fee,0,10000,0,0,0,0,0,0,0,
128,21-06-2011,2011-2012,2011-2012,AIE,RCPT,886651,11CETMT104001,11CETMT104001,Alumni,General,School of Electrical Electronics & Communication Engineering,M.Tech Power Electronics & Drives,School of Electrical  Electronics,M.Tech Power Electronics & Drives 2011-2012 II Sem IV,76,TUITION FEE,0,30000,0,0,0,0,0,0,0,
129,21-06-2011,2011-2012,2011-2012,AIE,RCPT,886651,11CETMT104001,11CETMT104001,Alumni,General,School of Electrical Electronics & Communication Engineering,M.Tech Power Electronics & Drives,School of Electrical  Electronics,M.Tech Power Electronics & Drives 2011-2012 II Sem IV,76,Security Fee,0,10000,0,0,0,0,0,0,0,
130,22-06-2011,2011-2012,2011-2012,AIE,RCPT,893493,11CETBT102007,11CETBT102007,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2890,Ajustable_Excess_Amount,0,6000,0,0,0,0,0,0,0,
131,22-06-2011,2011-2012,2011-2012,AIE,RCPT,893492,11CETBT102007,11CETBT102007,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2889,TUITION FEE,0,128000,0,0,0,0,0,0,0,
132,22-06-2011,2011-2012,2011-2012,AIE,RCPT,893492,11CETBT102007,11CETBT102007,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2011-2012 IV Sem VIII,2889,Security Fee,0,10000,0,0,0,0,0,0,0,
133,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896717,11CETBT101017,11CETBT101017,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,79,TUITION FEE,0,10000,0,0,0,0,0,0,0,
134,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896697,11CETBT101018,11CETBT101018,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,80,TUITION FEE,0,128000,0,0,0,0,0,0,0,
135,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896697,11CETBT101018,11CETBT101018,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,80,Security Fee,0,10000,0,0,0,0,0,0,0,
136,22-06-2011,2011-2012,2011-2012,AIE,RCPT,893487,11CETBT102008,11CETBT102008,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2012-2013 IV Sem VIII,86,TUITION FEE,0,97000,0,0,0,0,0,0,0,
137,22-06-2011,2011-2012,2011-2012,AIE,RCPT,893487,11CETBT102008,11CETBT102008,Alumni,General,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering,School of Mechanical Engineering,B.Tech/B.Tech (Hons) Mechanical Engineering 2012-2013 IV Sem VIII,86,Security Fee,0,10000,0,0,0,0,0,0,0,
138,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896666,11CETBT101021,11CETBT101021,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,94,TUITION FEE,0,35000,0,0,0,0,0,0,0,
139,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896666,11CETBT101021,11CETBT101021,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,94,Security Fee,0,10000,0,0,0,0,0,0,0,
140,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896664,11CETBT101021,11CETBT101021,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,96,TUITION FEE,0,48000,0,0,0,0,0,0,0,
141,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896665,11CETBT101021,11CETBT101021,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,95,TUITION FEE,0,45000,0,0,0,0,0,0,0,
142,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896718,11CETBT101017,11CETBT101017,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,78,TUITION FEE,0,118000,0,0,0,0,0,0,0,
143,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896718,11CETBT101017,11CETBT101017,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,78,Security Fee,0,10000,0,0,0,0,0,0,0,
144,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896672,11CETBT101020,11CETBT101020,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,84,TUITION FEE,0,128000,0,0,0,0,0,0,0,
145,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896672,11CETBT101020,11CETBT101020,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,84,Security Fee,0,10000,0,0,0,0,0,0,0,
146,22-06-2011,2011-2012,2011-2012,AIE,RCPT,896689,11CETBT101019,11CETBT101019,Alumni,General,School of Computing Science & Engineering,B.Tech/B.Tech (Hons) Computer Science Engineering,School of Computing Science,B.Tech/B.Tech (Hons) Computer Science Engineering 2011-2012 IV Sem VIII,82,TUITION FEE,0,128000,0,0,0,0,0,0,0,
